course_id,module_name,course_level,course_name,course_levelrank,duration,no_of_enrollments,no_of_ratings,course_rating,created_time,creator_name
1821,Word Press,Beginner,Word Press_Beginner,1,12,1000,250,1,12-06-2019,Shanta Syncke
1822,R Language,Advanced,R Language_Advanced,4,15,1000,250,4,23-05-2020,Roxana Connichie
1823,MS Office,Intermediate,MS Office_Intermediate,2,30,7000,238,5,01-07-2021,Ashbey Garrish
1824,Machine Learning,Intermediate,Machine Learning_Intermediate,2,15,1000,250,4,25-12-2017,Randall Hanfrey
1825,Javascript,Beginner,Javascript_Beginner,1,20,8000,1722,4,24-04-2021,Faythe Harron
1826,Hadoop,Intermediate,Hadoop_Intermediate,2,6,2000,500,3,20-02-2019,Rivalee Nicholls
1827,IaC,Intermediate,IaC_Intermediate,3,12,5000,3601,5,01-06-2017,Giffer Scarbarrow
1828,IaC,Advanced,IaC_Advanced,2,25,6000,2629,2,18-06-2022,Woody Woodyer
1829,IaC,Advanced,IaC_Advanced,3,40,1000,250,3,28-09-2021,Parke Allmen
1830,AWS,Intermediate,AWS_Intermediate,3,9,1000,250,3,09-02-2017,Judi Sille
1831,Power Platform,Expert,Power Platform_Expert,4,6,2000,1732,5,26-01-2021,Gabi Ffoulkes
1832,Machine Learning,Advanced,Machine Learning_Advanced,4,40,5000,3690,1,04-05-2017,Aarika Bobasch
1833,Word Press,Beginner,Word Press_Beginner,1,25,9000,2676,4,30-07-2019,Dody Greenhaugh
1834,Hadoop,Intermediate,Hadoop_Intermediate,3,30,3000,699,4,05-07-2021,Marcos Buckthought
1835,MS Office,Beginner,MS Office_Beginner,2,30,9000,257,3,12-12-2019,Roxine Westmorland
1836,Word Press,Beginner,Word Press_Beginner,1,12,4000,873,5,23-05-2021,Wynny Gornall
1837,SQL,Advanced,SQL_Advanced,3,15,5000,1521,4,21-02-2017,Bendicty Clancy
1838,Azure IaaS,Expert,Azure IaaS_Expert,4,15,3000,750,4,12-05-2021,Malachi Harhoff
1839,SQL,Expert,SQL_Expert,4,15,4000,1453,4,21-08-2020,Blanca Brevetor
1840,Azure IaaS,Beginner,Azure IaaS_Beginner,1,30,3000,750,3,09-12-2019,Kay Aireton
1841,Databases,Intermediate,Databases_Intermediate,3,35,1000,311,1,25-03-2017,Ricki Nance
1842,HTML,Beginner,HTML_Beginner,1,25,2000,500,4,02-11-2021,Fransisco Lippini
1843,Python,Beginner,Python_Beginner,1,35,1000,250,2,16-06-2018,Burgess Harpin
1844,Python,Advanced,Python_Advanced,3,15,10000,236,1,20-01-2020,Cherey Shelp
1845,Machine Learning,Intermediate,Machine Learning_Intermediate,2,20,1000,221,4,31-10-2022,Bruis Brede
1846,Power BI,Intermediate,Power BI_Intermediate,3,30,2000,500,1,06-07-2022,Netti Balch
1847,Deep Learning,Intermediate,Deep Learning_Intermediate,2,20,7000,3582,4,17-01-2019,Adolf McMeanma
1848,IaC,Advanced,IaC_Advanced,3,30,2000,830,4,15-01-2019,Ricky Barensen
1849,MS Office,Advanced,MS Office_Advanced,3,25,5000,2272,4,11-10-2021,Bastian Fruser
1850,Power Platform,Expert,Power Platform_Expert,4,25,7000,269,4,18-10-2018,Louise Casserly
1851,Deep Learning,Intermediate,Deep Learning_Intermediate,2,12,1000,250,2,29-01-2022,Gianna Proom
1852,IaC,Advanced,IaC_Advanced,4,20,3000,1840,4,06-10-2017,Felice Quinby
1853,CSS,Beginner,CSS_Beginner,1,20,6000,2169,5,16-04-2017,Karmen Brevetor
1854,Databases,Intermediate,Databases_Intermediate,3,25,2000,700,2,03-10-2018,Derrik Whooley
1855,Word Press,Expert,Word Press_Expert,3,12,8000,1745,5,22-03-2021,Andie de Wilde
1856,Python,Intermediate,Python_Intermediate,3,20,8000,94,4,12-11-2017,Beverley Welham
1857,AWS,Advanced,AWS_Advanced,3,30,3000,137,4,27-11-2021,Antonietta Hassan
1858,Tableau,Expert,Tableau_Expert,3,25,5000,1808,5,03-10-2019,Obed Philcock
1859,CSS,Expert,CSS_Expert,4,25,7000,3485,3,23-05-2021,Leupold Hendrik
1860,Machine Learning,Expert,Machine Learning_Expert,4,40,2000,1193,1,22-06-2020,Jolene Mariner
1861,Hadoop,Advanced,Hadoop_Advanced,3,25,2000,500,4,04-12-2021,Quint Ryson
1862,Hadoop,Beginner,Hadoop_Beginner,1,15,2000,500,1,20-06-2019,Adda Cruise
1863,CSS,Expert,CSS_Expert,4,12,2000,254,,30-10-2021,Hastie Naismith
1864,Deep Learning,Expert,Deep Learning_Expert,4,30,8000,3376,4,10-02-2021,Cicely Wringe
1865,Hadoop,Intermediate,Hadoop_Intermediate,2,35,1000,250,4,20-09-2018,Gardner Runacres
1866,Python,Advanced,Python_Advanced,3,15,1000,918,3,01-12-2020,Howard Nicol
1867,R Language,Advanced,R Language_Advanced,4,15,2000,978,2,27-05-2018,Alvera Barnsdale
1868,SQL,Expert,SQL_Expert,4,3,3000,750,4,05-10-2020,Joshia Rheam
1869,HTML,Expert,HTML_Expert,4,20,3000,2400,4,21-10-2020,Maible Shemmin
1870,Tableau,Advanced,Tableau_Advanced,4,40,1000,250,1,12-06-2021,Fin Rudolf
1871,R Language,Intermediate,R Language_Intermediate,1,25,2000,834,3,24-11-2022,Alex Sambals
1872,Hadoop,Intermediate,Hadoop_Intermediate,2,35,3000,2630,4,17-05-2019,Birgitta Nanetti
1873,AWS,Expert,AWS_Expert,4,15,1000,250,5,28-02-2022,Shari Bielfeld
1874,R Language,Intermediate,R Language_Intermediate,3,12,1000,250,4,19-12-2018,Kane Quarmby
1875,IaC,Intermediate,IaC_Intermediate,3,30,1000,426,5,12-01-2017,Mace Riediger
1876,SQL,Expert,SQL_Expert,4,25,5000,2578,4,08-03-2019,Ara Le Friec
1877,Machine Learning,Expert,Machine Learning_Expert,4,9,2000,500,5,20-09-2022,Ernesta Ayllett
1878,Power Platform,Beginner,Power Platform_Beginner,1,9,3000,737,5,28-06-2017,Lucais Williscroft
1879,AWS,Beginner,AWS_Beginner,1,30,2000,500,4,28-01-2021,Jilli Triggol
1880,AWS,Intermediate,AWS_Intermediate,2,30,1000,594,3,28-05-2019,Mercedes Olyfat
1881,Machine Learning,Beginner,Machine Learning_Beginner,2,9,3000,2856,4,28-07-2019,Bruce Lawling
1882,Hadoop,Expert,Hadoop_Expert,4,30,10000,1504,3,07-05-2020,Bradan Twine
1883,Python,Expert,Python_Expert,4,30,4000,442,4,27-01-2018,Goldia Soan
1884,HTML,Advanced,HTML_Advanced,3,20,8000,803,5,30-08-2022,Pinchas Thieme
1885,HTML,Expert,HTML_Expert,4,40,1000,250,3,24-12-2021,Olivie Burgan
1886,Deep Learning,Intermediate,Deep Learning_Intermediate,2,25,3000,2054,3,24-01-2018,Johnathon Mardoll
1887,AWS,Intermediate,AWS_Intermediate,1,9,1000,250,3,08-08-2020,Quincey Cristofano
1888,IaC,Advanced,IaC_Advanced,3,12,2000,500,5,09-06-2021,Janith Tighe
1889,Azure IaaS,Advanced,Azure IaaS_Advanced,3,25,6000,696,3,01-06-2018,Granville Maryott
1890,HTML,Intermediate,HTML_Intermediate,2,30,2000,1689,3,09-11-2022,Eve Negri
1891,Power Platform,Intermediate,Power Platform_Intermediate,3,25,3000,2502,5,29-05-2020,Doro Roggero
1892,Databases,Intermediate,Databases_Intermediate,2,12,1000,877,5,23-05-2018,Katti Wiersma
1893,HTML,Advanced,HTML_Advanced,4,9,1000,250,4,18-12-2021,Duffie Emblem
1894,Tableau,Intermediate,Tableau_Intermediate,2,30,1000,250,5,28-02-2022,Angie Clines
1895,Python,Beginner,Python_Beginner,1,35,9000,1040,4,13-08-2022,Marie-jeanne Kitchinham
1896,Hadoop,Expert,Hadoop_Expert,4,25,1000,219,4,12-04-2019,Dagny Argont
1897,Machine Learning,Advanced,Machine Learning_Advanced,3,25,1000,250,1,03-01-2017,Sadye Dumbrell
1898,R Language,Expert,R Language_Expert,4,15,2000,500,5,14-11-2021,Kenny Tirone
1899,Word Press,Expert,Word Press_Expert,4,30,6000,1239,5,23-03-2017,Tito Reffe
1900,Python,Intermediate,Python_Intermediate,2,35,1000,250,2,04-01-2021,Silvan Golthorpp
1901,HTML,Intermediate,HTML_Intermediate,2,20,10000,1976,2,23-08-2020,Claudelle Stowell
1902,IaC,Expert,IaC_Expert,4,15,2000,500,3,10-06-2020,Eulalie Cleen
1903,Word Press,Advanced,Word Press_Advanced,3,20,3000,2080,5,06-01-2018,Marcelle Roache
1904,AWS,Expert,AWS_Expert,4,20,6000,2126,4,23-08-2020,Javier Halfhide
1905,Power Platform,Advanced,Power Platform_Advanced,2,12,1000,866,5,25-01-2018,Rasia Bullerwell
1906,R Language,Advanced,R Language_Advanced,4,35,3000,750,4,13-11-2017,Leila Kilmurray
1907,Deep Learning,Expert,Deep Learning_Expert,4,12,3000,2598,5,04-12-2022,Catrina Applin
1908,IaC,Beginner,IaC_Beginner,1,15,2000,387,4,09-04-2020,Katina Powland
1909,SQL,Advanced,SQL_Advanced,4,30,4000,2109,4,15-01-2017,Lorna McCudden
1910,Azure PaaS,Advanced,Azure PaaS_Advanced,4,35,1000,250,5,04-01-2020,Odessa Streetfield
1911,MS Office,Intermediate,MS Office_Intermediate,2,30,1000,461,3,31-08-2018,Madeleine Banane
1912,Javascript,Intermediate,Javascript_Intermediate,3,15,3000,547,2,05-07-2022,Locke Barringer
1913,R Language,Advanced,R Language_Advanced,3,3,1000,454,5,10-10-2019,Natala Gove
1914,Azure PaaS,Beginner,Azure PaaS_Beginner,1,30,1000,250,4,05-04-2018,Darlleen Ert
1915,HTML,Expert,HTML_Expert,4,12,2000,500,2,26-06-2022,Winna Culpin
1916,IaC,Expert,IaC_Expert,4,30,3000,1726,4,08-04-2021,Melita Pett
1917,MS Office,Advanced,MS Office_Advanced,4,12,8000,2203,5,10-11-2018,Bertine Laise
1918,AWS,Beginner,AWS_Beginner,1,15,7000,2697,2,25-12-2017,Gael Siderfin
1919,Hadoop,Intermediate,Hadoop_Intermediate,3,9,1000,984,5,14-02-2020,Fayth Jankovic
1920,HTML,Expert,HTML_Expert,3,3,9000,1316,4,16-11-2020,Petr Iskowitz
1921,Python,Beginner,Python_Beginner,1,9,1000,250,5,24-05-2017,Ester Hencke
1922,Tableau,Intermediate,Tableau_Intermediate,3,25,5000,3297,5,11-09-2019,Waylon Philpot
1923,Tableau,Beginner,Tableau_Beginner,2,9,2000,500,4,27-10-2022,Hal Quilliam
1924,CSS,Expert,CSS_Expert,3,6,2000,540,5,24-04-2018,Sharai Ainslee
1925,SQL,Advanced,SQL_Advanced,2,20,1000,250,5,03-08-2018,Fabian Plues
1926,Python,Advanced,Python_Advanced,3,3,2000,500,4,23-09-2022,Maximilien Netti
1927,Azure PaaS,Intermediate,Azure PaaS_Intermediate,3,25,9000,1166,4,02-02-2020,Ethan Sandyford
1928,IaC,Expert,IaC_Expert,4,12,2000,655,5,07-03-2022,Christiana Merchant
1929,Python,Expert,Python_Expert,4,20,1000,250,4,21-06-2021,Benedict De Metz
1930,IaC,Intermediate,IaC_Intermediate,2,30,8000,3996,5,03-07-2021,Claire Eadmeades
1931,Azure IaaS,Beginner,Azure IaaS_Beginner,2,35,1000,250,4,06-10-2018,Burnaby Abrahamian
1932,Azure IaaS,Intermediate,Azure IaaS_Intermediate,3,30,1000,190,1,08-05-2022,Aron Bottrill
1933,Azure PaaS,Expert,Azure PaaS_Expert,4,9,1000,250,1,03-01-2021,Aura Maunton
1934,CSS,Intermediate,CSS_Intermediate,3,20,5000,2932,4,27-11-2020,Lurleen Fowell
1935,Azure IaaS,Intermediate,Azure IaaS_Intermediate,3,30,3000,2375,1,22-09-2019,Harbert Channer
1936,Word Press,Expert,Word Press_Expert,4,20,4000,3659,3,14-05-2022,Randolf Tookill
1937,Databases,Expert,Databases_Expert,4,20,2000,1285,3,02-11-2017,Patricio Gotcher
1938,SQL,Expert,SQL_Expert,3,30,4000,3561,1,20-07-2021,Merill Kayes
1939,SQL,Beginner,SQL_Beginner,2,3,9000,3179,5,19-05-2020,Ruddie Castanie
1940,Javascript,Beginner,Javascript_Beginner,1,30,1000,250,4,03-01-2022,Betsy Bruni
1941,SQL,Intermediate,SQL_Intermediate,2,15,4000,1586,4,14-01-2020,Diandra Puddephatt
1942,Word Press,Advanced,Word Press_Advanced,2,12,4000,2601,3,04-03-2018,Susanne Schonfelder
1943,Javascript,Expert,Javascript_Expert,4,6,8000,1594,5,23-11-2020,Elihu Maw
1944,Power BI,Advanced,Power BI_Advanced,3,30,1000,250,4,27-10-2022,Gustavo McGillreich
1945,Azure IaaS,Expert,Azure IaaS_Expert,4,20,1000,250,1,01-09-2020,Verine Granville
1946,Tableau,Beginner,Tableau_Beginner,1,35,1000,250,3,22-09-2019,Bernetta Bennen
1947,Power BI,Advanced,Power BI_Advanced,3,9,6000,1517,5,13-03-2022,Pancho Spellacy
1948,Hadoop,Expert,Hadoop_Expert,3,9,7000,3406,2,14-10-2017,Leeland Coll
1949,Databases,Expert,Databases_Expert,4,15,5000,3702,4,20-05-2017,Ransom Lemm
1950,IaC,Beginner,IaC_Beginner,1,15,1000,250,5,14-09-2020,Shari Speachley
1951,Power BI,Intermediate,Power BI_Intermediate,2,25,1000,250,4,11-07-2022,Edi Riddall
1952,Azure PaaS,Intermediate,Azure PaaS_Intermediate,2,25,3000,1874,1,06-04-2020,Rubi Delgardillo
1953,Tableau,Expert,Tableau_Expert,4,30,5000,1255,4,25-10-2018,Phedra Borham
1954,Python,Expert,Python_Expert,4,12,6000,3213,4,10-08-2022,Hedwiga Dykas
1955,MS Office,Advanced,MS Office_Advanced,3,35,1000,250,1,22-03-2021,Ertha Manwaring
1956,Word Press,Beginner,Word Press_Beginner,1,40,2000,500,3,18-01-2019,Annalise Dybell
1957,Machine Learning,Expert,Machine Learning_Expert,4,25,7000,61,3,23-12-2019,Normy Janic
1958,Machine Learning,Advanced,Machine Learning_Advanced,3,35,2000,1481,1,13-09-2017,Rhiamon Rispin
1959,Deep Learning,Beginner,Deep Learning_Beginner,1,35,2000,557,4,29-03-2020,Annabelle Judge
1960,CSS,Intermediate,CSS_Intermediate,3,12,3000,750,5,25-10-2021,Sharyl Ipwell
1961,R Language,Advanced,R Language_Advanced,4,35,10000,1327,4,28-08-2020,Gregg Bevans
1962,Azure PaaS,Beginner,Azure PaaS_Beginner,2,20,1000,930,1,10-08-2021,Ellynn Archibould
1963,CSS,Expert,CSS_Expert,4,40,9000,1916,4,23-09-2020,Livvyy Crawshaw
1964,Power BI,Beginner,Power BI_Beginner,2,20,4000,982,1,19-06-2017,Sean Jahan
1965,HTML,Advanced,HTML_Advanced,4,35,8000,3665,4,17-09-2018,Gian McKeller
1966,R Language,Expert,R Language_Expert,3,20,1000,250,1,02-03-2020,Freeland Ickovitz
1967,Hadoop,Advanced,Hadoop_Advanced,3,40,1000,250,5,11-03-2021,Dallon Staddart
1968,R Language,Beginner,R Language_Beginner,1,20,3000,1265,3,04-10-2018,Dion Budik
1969,AWS,Advanced,AWS_Advanced,2,12,1000,250,4,29-06-2019,Malinda Potter
1970,Python,Intermediate,Python_Intermediate,2,25,7000,440,3,24-10-2019,Gerik Colbertson
1971,Deep Learning,Advanced,Deep Learning_Advanced,2,30,10000,2959,1,18-02-2022,Danya Scoyne
1972,Machine Learning,Advanced,Machine Learning_Advanced,3,20,1000,250,4,10-04-2022,Bobbye Portingale
1973,Deep Learning,Intermediate,Deep Learning_Intermediate,2,9,2000,500,2,15-07-2020,Quinn Fetherston
1974,SQL,Beginner,SQL_Beginner,1,6,1000,250,4,25-11-2017,Tiffi Rapps
1975,Tableau,Intermediate,Tableau_Intermediate,2,6,1000,528,4,06-09-2018,Annette Garland
1976,Tableau,Advanced,Tableau_Advanced,2,12,1000,250,5,08-03-2022,Andrea Boshell
1977,Hadoop,Intermediate,Hadoop_Intermediate,3,3,9000,536,4,31-12-2018,Caressa Fraulo
1978,Azure PaaS,Advanced,Azure PaaS_Advanced,3,30,6000,2371,4,15-04-2017,Scarlett Rolf
1979,Tableau,Expert,Tableau_Expert,4,25,6000,1922,3,01-01-2019,Hew Corradeschi
1980,Hadoop,Expert,Hadoop_Expert,4,9,2000,817,5,31-03-2020,Lois Trevillion
1981,CSS,Advanced,CSS_Advanced,3,30,3000,1311,4,05-10-2020,Penny Channon
1982,Power BI,Advanced,Power BI_Advanced,4,40,2000,500,4,23-08-2022,Shoshana Fulks
1983,AWS,Beginner,AWS_Beginner,1,15,1000,451,4,30-05-2021,Michelle Pickles
1984,Azure IaaS,Beginner,Azure IaaS_Beginner,2,35,8000,3359,4,28-03-2018,Erinn Gorgler
1985,Azure IaaS,Expert,Azure IaaS_Expert,4,35,3000,2212,3,24-12-2019,Georgianna Wadmore
1986,SQL,Advanced,SQL_Advanced,4,15,1000,134,5,09-07-2019,Myrta Cale
1987,Azure IaaS,Beginner,Azure IaaS_Beginner,2,25,1000,250,1,27-03-2020,Manfred Klimes
1988,MS Office,Intermediate,MS Office_Intermediate,2,30,2000,1718,1,15-11-2019,Sheila-kathryn Anstead
1989,Power Platform,Expert,Power Platform_Expert,3,25,9000,208,3,27-08-2018,Thaddus Stoneham
1990,Word Press,Expert,Word Press_Expert,4,20,6000,568,5,28-03-2017,Rory Stritton
1991,Hadoop,Advanced,Hadoop_Advanced,2,15,2000,500,4,08-10-2017,Calida Dillway
1992,Power Platform,Expert,Power Platform_Expert,4,30,5000,3605,4,20-06-2021,Madelin Eastope
1993,Azure IaaS,Advanced,Azure IaaS_Advanced,4,20,8000,95,4,02-10-2019,Emmye O'Fallon
1994,CSS,Expert,CSS_Expert,3,15,1000,134,5,15-06-2017,Danya Peers
1995,Databases,Expert,Databases_Expert,4,12,3000,1370,1,30-01-2020,Bobby Assinder
1996,MS Office,Intermediate,MS Office_Intermediate,3,30,10000,3893,3,11-10-2018,Palmer Infante
1997,Power Platform,Beginner,Power Platform_Beginner,1,40,5000,3732,4,20-02-2019,Gerhardine Dufton
1998,R Language,Intermediate,R Language_Intermediate,2,15,5000,703,3,09-12-2018,Orren De Domenicis
1999,CSS,Intermediate,CSS_Intermediate,2,3,3000,2234,1,23-03-2021,Margette Avrahamoff
2000,Tableau,Expert,Tableau_Expert,4,9,2000,500,4,09-09-2017,George Ianetti
2001,Azure IaaS,Intermediate,Azure IaaS_Intermediate,1,20,2000,793,4,20-01-2018,Delcina Poltun
2002,HTML,Intermediate,HTML_Intermediate,2,6,1000,250,4,05-05-2020,Adiana Allix
2003,MS Office,Advanced,MS Office_Advanced,3,20,9000,684,4,17-12-2021,Vasily Dovington
2004,AWS,Intermediate,AWS_Intermediate,1,35,1000,250,5,16-01-2017,Valene Congrave
2005,Power BI,Expert,Power BI_Expert,4,20,9000,3237,4,01-11-2021,Hilda Gulberg
2006,Python,Advanced,Python_Advanced,4,35,10000,3543,5,27-07-2018,Eada Capin
2007,Databases,Advanced,Databases_Advanced,4,35,1000,120,5,31-03-2022,Adela Semeniuk
2008,CSS,Advanced,CSS_Advanced,3,30,7000,2237,5,29-01-2022,Shelbi Metrick
2009,MS Office,Expert,MS Office_Expert,4,25,5000,3582,1,05-07-2017,Titos Landre
2010,Machine Learning,Intermediate,Machine Learning_Intermediate,2,25,2000,1288,4,02-11-2019,Ariella Cantrell
2011,Deep Learning,Beginner,Deep Learning_Beginner,1,30,1000,250,,03-03-2019,Joycelin Knivett
2012,Databases,Advanced,Databases_Advanced,3,6,7000,731,4,02-09-2021,Brennen Connochie
2013,Azure PaaS,Beginner,Azure PaaS_Beginner,2,35,7000,1466,1,13-07-2017,Elroy Filippozzi
2014,R Language,Beginner,R Language_Beginner,2,20,10000,1768,5,20-02-2018,Briney Lakeland
2015,HTML,Advanced,HTML_Advanced,3,12,1000,157,5,04-07-2021,Willem McGrudder
2016,Javascript,Advanced,Javascript_Advanced,4,3,2000,500,4,09-12-2018,Alexandr Lowson
2017,MS Office,Advanced,MS Office_Advanced,4,12,1000,173,4,11-03-2019,Kikelia Margach
2018,CSS,Intermediate,CSS_Intermediate,2,20,1000,305,5,10-04-2018,Jessie Oldacre
2019,Azure IaaS,Expert,Azure IaaS_Expert,4,35,2000,500,4,04-11-2020,Terry Perrelle
2020,Tableau,Expert,Tableau_Expert,4,20,3000,2200,5,09-04-2017,Shelley McQuilkin
2021,IaC,Advanced,IaC_Advanced,4,20,6000,2384,2,09-10-2017,Lynsey Dessent
2022,Azure PaaS,Beginner,Azure PaaS_Beginner,2,25,1000,250,5,22-09-2018,Clair Scherme
2023,AWS,Intermediate,AWS_Intermediate,3,3,6000,3487,3,16-03-2018,Erie Frogley
2024,SQL,Expert,SQL_Expert,3,20,10000,316,2,18-02-2019,Marinna Nassie
2025,CSS,Expert,CSS_Expert,4,25,2000,648,5,02-07-2019,Raleigh Fullstone
2026,Python,Beginner,Python_Beginner,1,15,4000,3404,4,28-11-2017,Marysa McGrath
2027,MS Office,Beginner,MS Office_Beginner,1,20,3000,750,3,07-08-2019,Rab Ebben
2028,Javascript,Advanced,Javascript_Advanced,3,25,10000,1281,3,16-10-2019,Haslett Hannay
2029,AWS,Beginner,AWS_Beginner,2,25,3000,750,4,20-09-2017,Ennis Jakeman
2030,Azure PaaS,Advanced,Azure PaaS_Advanced,4,25,3000,555,5,13-09-2019,Dicky Murgatroyd
2031,R Language,Advanced,R Language_Advanced,3,20,3000,235,4,21-12-2018,Vernor Tregidga
2032,MS Office,Expert,MS Office_Expert,4,30,2000,281,4,13-11-2019,Jed Suttie
2033,AWS,Intermediate,AWS_Intermediate,3,20,4000,513,4,26-05-2020,Pepi Diggles
2034,Power BI,Intermediate,Power BI_Intermediate,2,20,3000,750,4,11-12-2019,Griswold Kynder
2035,HTML,Advanced,HTML_Advanced,3,25,7000,1024,4,26-07-2018,Mandel Semkins
2036,Machine Learning,Beginner,Machine Learning_Beginner,1,35,8000,2960,4,24-04-2022,Vikky Benck
2037,Azure IaaS,Beginner,Azure IaaS_Beginner,1,40,1000,722,5,06-07-2018,Reggie Conochie
2038,Tableau,Beginner,Tableau_Beginner,1,25,5000,2225,4,15-12-2018,Miner Matokhnin
2039,Power BI,Expert,Power BI_Expert,3,9,1000,250,4,22-10-2020,Freedman Filipchikov
2040,Hadoop,Intermediate,Hadoop_Intermediate,2,35,6000,3276,5,13-04-2018,Mal Kondratenko
2041,HTML,Expert,HTML_Expert,3,25,2000,500,5,25-09-2022,Isidor McTurley
2042,Deep Learning,Advanced,Deep Learning_Advanced,3,25,1000,250,4,15-11-2020,Augie Calway
2043,Tableau,Advanced,Tableau_Advanced,4,25,7000,2003,4,23-11-2019,Mae Andresen
2044,AWS,Expert,AWS_Expert,3,3,1000,250,5,08-05-2017,Fayina Easman
2045,SQL,Expert,SQL_Expert,4,40,5000,2452,4,12-10-2020,Murdock Barrus
2046,Hadoop,Advanced,Hadoop_Advanced,4,30,3000,1686,5,27-12-2020,Justinn Iacovacci
2047,IaC,Intermediate,IaC_Intermediate,1,15,2000,500,5,28-11-2021,Cacilia Fumagallo
2048,Power BI,Advanced,Power BI_Advanced,2,9,7000,3493,5,09-01-2022,Alaine Sheahan
2049,Power BI,Beginner,Power BI_Beginner,1,30,1000,250,3,12-07-2021,Filmore Yosifov
2050,SQL,Advanced,SQL_Advanced,2,3,6000,3642,5,06-09-2019,Graig Newham
2051,Hadoop,Expert,Hadoop_Expert,4,30,1000,250,1,21-11-2019,Klara Estrella
2052,Javascript,Beginner,Javascript_Beginner,1,25,4000,55,5,12-05-2020,Bernadette Challiss
2053,Tableau,Expert,Tableau_Expert,4,40,2000,500,2,06-11-2017,Garek Mueller
2054,Databases,Advanced,Databases_Advanced,4,35,3000,2850,3,17-06-2022,Bonita Beltzner
2055,Power BI,Intermediate,Power BI_Intermediate,2,30,1000,458,4,09-05-2018,Oswell Klosterman
2056,Power Platform,Beginner,Power Platform_Beginner,2,25,2000,500,4,23-08-2021,Lindsay O'Brien
2057,Databases,Expert,Databases_Expert,4,20,2000,500,4,19-10-2018,Nate Grzesiak
2058,MS Office,Advanced,MS Office_Advanced,3,35,10000,2933,5,25-08-2021,Berenice Drummond
2059,IaC,Expert,IaC_Expert,3,9,1000,250,5,11-01-2017,Toma Chark
2060,IaC,Intermediate,IaC_Intermediate,1,12,2000,1612,5,12-10-2018,Adah Luckey
2061,R Language,Intermediate,R Language_Intermediate,2,12,6000,223,3,14-06-2022,Merle Horder
2062,SQL,Beginner,SQL_Beginner,1,25,3000,2251,,14-07-2020,Gael Sissens
2063,Javascript,Advanced,Javascript_Advanced,4,20,3000,750,1,15-07-2022,Padraic Jurca
2064,Python,Advanced,Python_Advanced,3,15,2000,500,4,13-04-2021,Dolorita Adin
2065,R Language,Intermediate,R Language_Intermediate,2,35,3000,505,5,05-12-2019,Jodie Hegg
2066,Hadoop,Expert,Hadoop_Expert,4,3,1000,250,1,30-06-2019,Konstantine Camillo
2067,Machine Learning,Intermediate,Machine Learning_Intermediate,3,3,5000,294,3,19-09-2022,Lorilee Durie
2068,HTML,Beginner,HTML_Beginner,1,12,9000,3749,4,19-11-2020,Rorie Barfield
2069,R Language,Expert,R Language_Expert,4,9,1000,250,5,08-12-2017,Zelig Panner
2070,CSS,Beginner,CSS_Beginner,1,20,3000,2162,5,25-07-2017,Aube Bannell
2071,MS Office,Intermediate,MS Office_Intermediate,3,20,9000,396,3,16-12-2021,Dody Strettle
2072,Power Platform,Advanced,Power Platform_Advanced,4,25,4000,1652,2,27-07-2017,Ferdy Rudyard
2073,Azure IaaS,Advanced,Azure IaaS_Advanced,3,25,8000,2212,4,10-02-2022,Dyane Huot
2074,IaC,Advanced,IaC_Advanced,2,25,3000,2082,1,09-03-2020,Gratiana Caldairou
2075,Tableau,Intermediate,Tableau_Intermediate,1,25,2000,500,5,12-03-2019,Dania Piniur
2076,Power BI,Beginner,Power BI_Beginner,2,20,3000,1473,4,30-10-2017,Grissel Garaway
2077,MS Office,Intermediate,MS Office_Intermediate,2,30,1000,250,4,29-07-2019,Rozele Marcus
2078,Power BI,Beginner,Power BI_Beginner,1,30,4000,91,5,14-01-2017,Issy Bangham
2079,Machine Learning,Advanced,Machine Learning_Advanced,3,12,6000,2840,4,06-01-2021,Myrtice Livermore
2080,AWS,Intermediate,AWS_Intermediate,3,9,3000,2347,3,24-03-2019,Filbert Payne
2081,Deep Learning,Beginner,Deep Learning_Beginner,2,12,3000,1364,5,04-11-2017,Shelba Hockell
2082,Databases,Expert,Databases_Expert,3,35,7000,3340,4,17-02-2019,Virgilio Pitkin
2083,Tableau,Intermediate,Tableau_Intermediate,3,12,3000,1507,5,30-10-2020,Thor Aisbett
2084,Tableau,Beginner,Tableau_Beginner,2,20,1000,250,5,01-10-2018,Ripley Bruford
2085,AWS,Expert,AWS_Expert,4,20,3000,1816,5,30-11-2017,Stephie Cleiment
2086,Machine Learning,Advanced,Machine Learning_Advanced,3,30,1000,250,4,08-12-2017,Andreana Leyninye
2087,Databases,Advanced,Databases_Advanced,2,12,2000,500,3,25-12-2019,Lotty Wollrauch
2088,CSS,Advanced,CSS_Advanced,3,9,3000,1504,5,18-05-2020,Reggi Dombrell
2089,Machine Learning,Advanced,Machine Learning_Advanced,2,20,10000,586,4,09-06-2021,Birdie Drewery
2090,Power Platform,Intermediate,Power Platform_Intermediate,3,30,2000,367,1,07-08-2021,Keefer Raeside
2091,Javascript,Intermediate,Javascript_Intermediate,1,20,3000,1849,1,16-07-2021,Verna Welford
2092,CSS,Beginner,CSS_Beginner,1,20,1000,452,5,09-04-2021,Melesa Belasco
2093,Python,Advanced,Python_Advanced,3,30,1000,250,5,08-02-2017,Marianna Waker
2094,IaC,Intermediate,IaC_Intermediate,2,20,9000,2679,5,25-01-2022,Emilee Worms
